star_id,stratum,family,mode,survey,band,period_days,observation_count,phase_coverage_bins,relative_path,source_sha256,source_authority,source_locator,license_or_reuse_basis,mode_policy
SYN-DSCT-SINGLE-00,DSCT-SINGLE,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-SINGLE-00.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-BLAZHKO-11,RRL-RRAB-BLAZHKO,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-BLAZHKO-11.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-BLAZHKO-12,RRL-RRAB-BLAZHKO,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-BLAZHKO-12.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-BLAZHKO-13,RRL-RRAB-BLAZHKO,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-BLAZHKO-13.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-BLAZHKO-14,RRL-RRAB-BLAZHKO,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-BLAZHKO-14.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRC-00,RRL-RRC,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRC-00.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRC-01,RRL-RRC,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRC-01.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRC-02,RRL-RRC,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRC-02.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRC-03,RRL-RRC,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRC-03.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRC-04,RRL-RRC,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRC-04.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRC-05,RRL-RRC,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRC-05.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRC-06,RRL-RRC,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRC-06.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRC-07,RRL-RRC,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRC-07.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRC-08,RRL-RRC,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRC-08.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRC-09,RRL-RRC,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRC-09.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRC-10,RRL-RRC,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRC-10.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRC-11,RRL-RRC,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRC-11.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRC-12,RRL-RRC,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRC-12.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRC-13,RRL-RRC,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRC-13.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRC-14,RRL-RRC,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRC-14.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRD-00,RRL-RRD,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRD-00.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRD-01,RRL-RRD,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRD-01.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRD-02,RRL-RRD,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRD-02.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRD-03,RRL-RRD,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRD-03.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRD-04,RRL-RRD,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRD-04.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRD-05,RRL-RRD,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRD-05.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRD-06,RRL-RRD,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRD-06.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRD-07,RRL-RRD,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRD-07.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRD-08,RRL-RRD,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRD-08.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRD-09,RRL-RRD,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRD-09.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRD-10,RRL-RRD,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRD-10.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRD-11,RRL-RRD,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRD-11.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRD-12,RRL-RRD,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRD-12.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRD-13,RRL-RRD,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRD-13.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRD-14,RRL-RRD,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRD-14.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-F-00,CEP-F,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-F-00.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-F-01,CEP-F,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-F-01.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-F-02,CEP-F,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-F-02.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-F-03,CEP-F,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-F-03.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-F-04,CEP-F,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-F-04.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-F-05,CEP-F,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-F-05.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-F-06,CEP-F,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-F-06.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-F-07,CEP-F,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-F-07.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-F-08,CEP-F,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-F-08.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-F-09,CEP-F,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-F-09.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-F-10,CEP-F,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-F-10.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-F-11,CEP-F,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-F-11.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-F-12,CEP-F,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-F-12.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-F-13,CEP-F,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-F-13.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-F-14,CEP-F,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-F-14.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-1O-00,CEP-1O,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-1O-00.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-1O-01,CEP-1O,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-1O-01.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-1O-02,CEP-1O,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-1O-02.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-1O-03,CEP-1O,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-1O-03.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-1O-04,CEP-1O,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-1O-04.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-1O-05,CEP-1O,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-1O-05.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-1O-06,CEP-1O,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-1O-06.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-1O-07,CEP-1O,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-1O-07.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-1O-08,CEP-1O,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-1O-08.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-1O-09,CEP-1O,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-1O-09.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-1O-10,CEP-1O,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-1O-10.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-1O-11,CEP-1O,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-1O-11.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-1O-12,CEP-1O,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-1O-12.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-1O-13,CEP-1O,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-1O-13.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-1O-14,CEP-1O,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-1O-14.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-CSE-00,CEP-CSE,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-CSE-00.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-CSE-01,CEP-CSE,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-CSE-01.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-CSE-02,CEP-CSE,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-CSE-02.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-CSE-03,CEP-CSE,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-CSE-03.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-CSE-04,CEP-CSE,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-CSE-04.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-CSE-05,CEP-CSE,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-CSE-05.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-CSE-06,CEP-CSE,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-CSE-06.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-CSE-07,CEP-CSE,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-CSE-07.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-CSE-08,CEP-CSE,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-CSE-08.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-CSE-09,CEP-CSE,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-CSE-09.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-CSE-10,CEP-CSE,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-CSE-10.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-CSE-11,CEP-CSE,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-CSE-11.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-CEP-CSE-12,CEP-CSE,Classical Cepheid,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-CEP-CSE-12.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
